,timestamp_TW,uuid,ucid,upid,problem_number,exercise_problem_repeat_session,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,is_hint_used,level
176442,2018-11-21 18:30:00 UTC,Dq4uCsNL9/pg7BcNMwuUB156IW9ELoXMZEBIxeBRhAs=,65YgA0ahggSdeaYBdRl82v/AO+pGzmZFqsi8TTDiP3Y=,DzBAuk08F2ttS0SAVU21HPRgQqbfbdyMDdjcPQEc9nY=,7,1,0,65,1,0,1,0
178886,2018-12-19 20:15:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,5J5VC2w6tQ7Fcg+P2oh3vM6Bo2l8bWGb6mdInIicams=,C+SM9wV5NzLxqBUfjtlwSgeooGW75ygk2/GLI/6+U3s=,15,2,0,19,1,0,1,3
180623,2018-12-25 08:45:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,4ZORM6aG+AuCdVwSDcuY5CIGomxB+yV7jEQ3c7BV9w4=,Zd1u+7U0djixsL1DSHi4SsHdCrg3mjMQyKo8H14JaQM=,5,1,1,19,13,3,0,0
180644,2018-12-12 16:30:00 UTC,+LOEhC1Af8u5reucTjugcN+qEoCecDA+jvHBpUSFJMY=,UJx6vGY4lwuup0V3VTTKZmE76AogRe5ecQHc+Yly1YM=,ChOde19sNdD7R3XGk8xiwen+1QmfPV+kBXdHhOMX1/E=,10,1,1,14,4,1,0,0
181909,2018-12-12 14:00:00 UTC,Ak47yNgwKXMoUS2aALWRhlcGYz6gXgYIu+7YsCwH70Y=,culKseV+Zke/kfH2elK1UcG13PktwOLaw0bde5RD89Y=,YGoMA5OFZuBERmXFwgtKmzXpKb6uvn4lGTJ74JzpUEE=,12,1,1,47,3,0,1,0
183925,2018-12-19 20:15:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,QItWSsqV6XwvWHO63v1Q3q0cS8HtbGkBWTkRtJ62BDw=,TgioOUmFqp/VC2NJotoPZRDo4BmfyFiTOzvwHuDwRys=,14,1,0,47,1,0,1,3
184427,2018-12-24 09:15:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,Q/SwuYH/ZNpYQVLmg+bpFVSLyN+QjWW4+Q6FJBsepeA=,sxl9BaPTCggS2oYT5aSCa5P77Vj9sVE64xcQXe1snx4=,4,1,0,8,1,0,1,0
185871,2019-06-26 10:00:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,5gAwpmADo34wxzAw/auRsRgPsj+RvWPNWhOj3SdP0Ss=,QUWmNz+RwDNHzE9EgbAhz2pu3KuhRwlYpPAyKs+GaCo=,19,2,0,17,1,0,1,0
188762,2019-07-17 22:30:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,H9tE/axZ4DsmCfhZY9auIyxyBeXalwM2dnTvNSkhD+E=,OvRJFBLBV0NMDjJOvRLW1uMij0idXOhqlHS5KhKup7A=,3,1,1,153,2,0,1,0
190675,2019-07-22 10:00:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,5gAwpmADo34wxzAw/auRsRgPsj+RvWPNWhOj3SdP0Ss=,lwB7SdLCstq3oBtC0kvPIRMENZhqV12w1ZOO7hknj0E=,54,4,0,26,1,0,1,4
194595,2019-07-16 11:15:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=,E9ctgpqycvQk0j14p94LoTVhaMbc9lGsYcDS8vKFSQE=,12,1,0,7,1,0,1,0
195268,2018-08-20 22:15:00 UTC,yPekXx1Zrv1pFIccXt4YcifgY0zodFpUk/JTNP41wlo=,YuGOmB+frbM8rfAa0RJE882R+IoMf9N89OiVqLbAHBw=,xH7NJJ2a8BjvFUyQeTqnxnbFB0t/J0GUFSZBADypxUI=,2,1,1,34,1,3,0,0
195637,2018-08-26 16:45:00 UTC,TBw5tcYN6AoEttAz8F0+PqAy0Xdmpi3/sT8lJ0LRLSk=,PB+tEauJ6Cu8clF5IHjouv5FqEgH9UDWxbOqE+SBa50=,O4ABc1OXulwEtF8TiQP9sfU2GqHJcZPsJdkY5smtm7U=,1,1,0,10,1,0,1,0
200062,2018-09-20 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,JcrFXI7wzq/14kZRPCdix3feq0/yQh1gHU06bGQwNBE=,8ANCVOZxvP3Gq4PHOG43cnoMp/IvboCcmvmj/WqtWig=,4,1,0,85,1,0,1,0
202036,2018-10-30 15:45:00 UTC,NSVTflWsrZ9ik5sY+GUmTHKFULU3nW/GHeDOyebRNCQ=,ODEv/zQe85ashn/pvTconu7UT/KCBkxkZokBH6H8OxI=,pz1KXmNAeQWHqPScw09Y1yFIReVXpJCgWElWs1UDrNg=,3,1,1,42,5,2,0,0
202238,2018-10-16 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,o/aHMWaMdC0+kGRlcK7UV02bbJaIcaE/j2nbSkgupxw=,vlniiAPIQ2z7Nx6BwcKBtt8KlPxn34z2lcCF9Qax7js=,14,1,1,10,4,3,0,0
202429,2018-10-15 22:30:00 UTC,DSlKztiNNxdail3Q5DfWzOe6Wt5/PNdBVPYDDP5twfk=,PDjFRBgq4c5rzxS6wQrkOkhNs3qKPZ35htxUocnuNEw=,Gswv8yOjKDES38aeL5k2iTp5qnS1XNKFCgCl7JPL2/g=,1,1,1,59,1,1,0,0
205184,2019-07-24 23:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,0jLx3N/h3zT921WmSVhS4e0TPADpzOygjsvjtTOolmc=,vMW7AQ0LXLxu0SF6S77T82hlusRJWWuFWR4ymva4OLA=,10,1,1,9,5,2,0,0
205548,2019-07-18 13:30:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,OmUsbt7RaK3Gs9LwcpEYshJl6rIzzZF5DjRp230rTNI=,AutYNIjGdr65kNyOnpUYcZQpArv5D3GseKMUscIyphE=,8,1,1,47,2,0,1,1
207296,2019-07-18 13:00:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,NbzNnWabooJ8J/09unhbUwFiH6Jr9Vv3VQwYF8cT2IY=,DN5VSv/mM65Ko6iKb7twrkE/tjE33iI/dXgzCU+SFzs=,9,1,0,29,1,0,1,1
208102,2019-07-24 12:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,HVK5NzAAwATh2OikiX5NMJyrMLE5+2ef85INuQeTIqU=,y//1neXhQJSjhRL+umLJ16Uo52xfqUMZ7aNoCpZJdjk=,5,1,0,105,1,0,1,0
210168,2019-07-24 23:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,dXvYZmfaKMbF66x3mpE4pJ0jkJN4QiDScmpt91rwZ24=,066mZAWnFBYyYkN4Utol1w8t1xOkplLny7ao4h1prL0=,2,1,0,38,1,0,1,0
212985,2018-09-19 19:00:00 UTC,IAWYR42lDG0XufInjBh/g1uYDhBM7uuf9sGJeEO+LO4=,fbuOkTzKc7bABIGPJvp/bTmmesQeECfkMWrERS9NDEo=,G2JAA00XWZDy5ivm6Wsj4wzOfDgftZi1tyokMzExLi4=,4,1,1,45,3,2,0,0
214539,2018-09-30 10:45:00 UTC,QCNXGnKbcSS9WfPo0QmpjND7JQWh9RPbBdqiuEiJ9Lk=,9OXYxjWigzS5FgP5nZ1y1EAtwQihC19PGhDlRKqK3Pg=,rdIFfCfirPpj9Kx8363C+Kc8jVittJtqyXusTVf4nCI=,1,1,0,11,1,0,1,0
217287,2018-09-30 11:00:00 UTC,QCNXGnKbcSS9WfPo0QmpjND7JQWh9RPbBdqiuEiJ9Lk=,PGbCr6wCmzlyPoKCBQv8aOM0NW8HVk4PW+IU4iR6GRI=,Z32XVD+Ip6u5j6+GFWaH/lNlr0fJPNATGClJS1U/1bg=,4,1,0,29,1,0,1,0
217510,2018-09-20 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,EH35TxVqqCRWfd7C+kBleb4yHsq1ycppE5AvnX+WQBE=,z9BHAeTfG1H8vUs38seD/YImATN14Y2fN67hyJA8Vgo=,11,1,0,10,1,0,1,1
217917,2018-10-30 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,Ps4dfShfpeMF3VG030HqZ2bsbD7PaVxvJYFTtroeSzQ=,owavtXN1kkSf8ts9s7/RdlZ0URghFjbbDdYSbeTdGDI=,16,1,1,11,1,3,0,0
226652,2019-07-24 22:30:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,WGpUu6x+7d7oYF2u7prVYC5D1GvAybVW7PvZT6my2Ns=,UCNNvTGPGif54A4ta+WlR6pL8LtEDHlIHk+B2qEiZvQ=,2,1,0,26,1,0,1,0
227660,2019-07-16 12:30:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=,jonilfUG0u4qVFo3pRPbns9NLMWlCeDYxJTz4SgsubE=,40,3,0,13,1,0,1,1
234659,2018-09-30 15:00:00 UTC,QCNXGnKbcSS9WfPo0QmpjND7JQWh9RPbBdqiuEiJ9Lk=,zcH7Yl/gFwkU2Mej9UzQgaJL66wIdiMucPZwVyeqHxc=,LktesGOJ5v5L8YGV8omDVzw53XMXD+c4fv2E14+XJVU=,1,1,0,15,1,0,1,0
237927,2018-10-23 17:00:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,9/t+DtjQ/LZtSlRiyxT42j/uCkaXNx3dilnbirw8Idg=,JRRXI35z981lz3dzOj9z6U5R9CZuSV7Xt97Z1Qzs1Ro=,8,1,1,15,5,3,0,0
248349,2018-08-26 16:00:00 UTC,TBw5tcYN6AoEttAz8F0+PqAy0Xdmpi3/sT8lJ0LRLSk=,BG1RsWojzEHzV28RBm/1iKi1NyZgDcDomLYEJSV6lmo=,WQzUZiHLQda1Lag0ttbTeFLNqk8I5FIw3Qgt/uAHqE4=,9,1,0,37,1,0,1,2
256828,2019-07-29 09:30:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,UukST5Jm3oHVK7g3ktel5joKNlCYBQJIX/A+GOGyjG4=,VwZI4au2MNE7tgVJJQ2z1Jf8mnBA0pjw0+GpU85q6EU=,11,1,1,52,2,0,1,0
257747,2019-07-29 09:15:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,KDmidXT8+B/WOtPvVSWF6TKTO7xeI+S5CqqmaRdkHcM=,uTpvgNpyKBxY3h0m6b0O6v0Hzrt1g1DkQj0oSU+hXsQ=,4,1,1,14,2,0,1,0
259660,2019-07-17 13:45:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,00KEZbwE/6qJ+WSl9TwUEgbwi/wmnEVgeCnGzi4/EYo=,+xxJETtqQJm7gIR4S1dcImNofBKq17BWthB+PgnKDDs=,53,4,0,18,1,0,1,2
262701,2019-07-29 09:30:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,UukST5Jm3oHVK7g3ktel5joKNlCYBQJIX/A+GOGyjG4=,GkZqXXINRb6SX+ahx9TdQC40IUhXTxlJwK27o2fqqJ8=,10,1,0,55,1,0,1,0
263901,2018-08-26 16:45:00 UTC,TBw5tcYN6AoEttAz8F0+PqAy0Xdmpi3/sT8lJ0LRLSk=,Wk1PobqnhB1FsjjiU84gVNe9j4O6SLWWYfvGb/l6MR4=,kL2l2/dPRRcs6D4kgMyCUeqkwJ6ewZYNwZsOBSrQQ+c=,1,1,1,50,2,0,1,0
268575,2018-09-30 10:45:00 UTC,QCNXGnKbcSS9WfPo0QmpjND7JQWh9RPbBdqiuEiJ9Lk=,Wk1PobqnhB1FsjjiU84gVNe9j4O6SLWWYfvGb/l6MR4=,+d052A1HS1Ta/vEL3Vi0Fx3SDwLTXyNwNi2WordO0D0=,2,1,0,20,1,0,1,0
269398,2018-09-20 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,9OXYxjWigzS5FgP5nZ1y1EAtwQihC19PGhDlRKqK3Pg=,YDrZ67OBN6V/8jN6yD4WIgnM3CmkDlgR6ygwA3b99DQ=,2,1,0,4,1,0,1,0
270431,2018-09-21 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,QKs+1aEPk0x80IIx0aKNLHlmX1JIOry1/wb3Lhq4sFg=,+0WwLQ9FxEdU9HhjTwn5X0xB/opkN93yHapPnrH4ojU=,7,1,0,4,1,0,1,1
271245,2018-10-09 17:00:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,nds7oVk2a6yC/6tk1sTPm75v/0ZPkvrJ00WGmYRciOI=,QTbEmGairXLNGxw/COMcEgzlpRrIDZxYf5iiBHmk9x4=,5,1,1,45,25,3,0,0
271326,2018-10-16 16:45:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,RKkxBe+3Z33I75tZfZ8EY7LtVnN5QEfE8O0y6bPFCeo=,pph1sDYVEa/K9skuM2nBoBsRuPuyK2BpTxEgX+4gMZU=,8,1,1,27,4,3,0,0
272685,2018-10-05 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,fbuOkTzKc7bABIGPJvp/bTmmesQeECfkMWrERS9NDEo=,k99gzx+PEEkTKM1PmOAeojJfSNKA3FXOL0WzCVBypOo=,3,1,1,70,2,1,0,0
273503,2018-10-27 21:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,rp9yfKKSxDxu3W+c66zfqMEOPAFoBxPk/WXvxBAXfUo=,BVRl8Dyl6zz9iFhq4ankCSdv8aE7uaYOZEz99/RWc6A=,1,1,0,22,1,0,1,0
275845,2019-07-05 16:15:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,v0kd17IRi6S3Pb5Go3lcsG8G+brOsfhuCLG95fqRhY0=,UR7/jRvVQKP5QZAGwUSmyaxtc6IVw7p3MR0jPPrs0FI=,18,1,1,31,2,0,1,1
277801,2019-07-18 21:30:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,s50m57r2jUJxOLDuXF77hZ35UjzqvVkzPKEWj9xqzxI=,ibZBXkUYE6M/kKlMoGa3k5APrq/7wgb+bYX/uvkpVMU=,1,1,0,53,1,0,1,0
278434,2019-07-24 12:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,HVK5NzAAwATh2OikiX5NMJyrMLE5+2ef85INuQeTIqU=,p8gQ/S1eICCcQFcxDUB5Cntx5TluDzfuREXdmLWryj4=,1,1,0,104,1,0,1,0
282261,2019-07-24 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,VY6aXT7f64ny+uy4pszHVNSy3WHyoFPuhwToxBhB3wM=,/rWL21G89N1rb8h6kGRcnKgJe3Pl5y8zvSFjqQGapvk=,4,1,0,23,1,0,1,0
282481,2018-08-20 22:00:00 UTC,yPekXx1Zrv1pFIccXt4YcifgY0zodFpUk/JTNP41wlo=,JcrFXI7wzq/14kZRPCdix3feq0/yQh1gHU06bGQwNBE=,xvUlAZcX7V0afMDzbf97QNZHNdD8P89SOcIrjiaxhT0=,3,1,1,43,12,3,0,0
283368,2018-08-20 22:00:00 UTC,yPekXx1Zrv1pFIccXt4YcifgY0zodFpUk/JTNP41wlo=,ItQToCzXe/WAeMATDm4tC8gEsJil65dsJph2puJeiSQ=,sXM5Qrs0SdVLMvta1Bo0mpHjrd/om65oPdaM0tPurqQ=,3,1,0,10,1,0,1,0
286476,2018-09-21 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,pHm5o9NLjlO2lXB7CH2U80qF20rcHwHgxaIwnQiSd/c=,+XhGdPak6/fuF0mscioW4kpbIJa7N6zIEqMzreO0gyA=,5,1,0,9,1,0,1,0
289583,2018-10-09 17:00:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,nds7oVk2a6yC/6tk1sTPm75v/0ZPkvrJ00WGmYRciOI=,1R4s/N9HJnZkm2jwe50+dEyQ6QrR+8lhjpNRTufBcXg=,8,1,1,8,1,2,0,0
292448,2019-04-25 12:30:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,svTmVFY7kPYUWAdDc4l5Zaim90TY7RGkFLs/eaU4FVc=,dfDu9F+c9GsCfh5YHpnaNSNzJFJdzPL/7tWd+Ec/CzQ=,14,2,0,4,1,0,1,2
292982,2019-04-09 17:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,YORLcxgiHpb03U15diML90XnAXNqfG/QtxNo1PrCGVk=,U7h3+2Dnxn0SuZwzNkEtSfLL+dIYJ0jHLtKzvHQ5rKA=,25,2,1,150,8,3,0,0
293269,2019-04-22 16:15:00 UTC,25BBuM6hiBHNi3SIop1N3yVZcYwmSCrHoN5dnyt397I=,wIsDMrI/eBE3OPuBThlLMMwauFehCay2ubzznnf0I2I=,853ruMCD396nUo5kpS5isHBApSlFTGYsp3gI4OwvN1Q=,17,1,1,31,3,1,0,0
298762,2019-01-03 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,Teuwxr3okYRSPI2Y7Nou4wqGcA78ekLDx+wonvRGsOE=,XTCFBXI2Ax2LCSEzrL7ph245tt6ydw/PZiIPoVmokhw=,2,1,0,98,1,0,1,0
299117,2019-01-28 13:45:00 UTC,CpNK/hTNlq7dqOZSBKUqfcTYT3fPYC568rnoqSgzyYA=,LCz/rIBPDjV+9tcB8P8On0xwPups1k9t8fcMBsc7rRs=,+5rjQB/krJ1V29ouTWgy6EAkYII17S+zLB+c9CJJ6Ag=,10,1,0,30,1,0,1,0
299298,2019-01-28 14:30:00 UTC,CpNK/hTNlq7dqOZSBKUqfcTYT3fPYC568rnoqSgzyYA=,jYvdVag77CDUNkiDwDLBvSrc4nd+nxa7z/rWC6Iomhs=,RBWrAzsTYdEjxcN+vo3JaePL/mwW4RH6lBvl5GVvJ3o=,4,1,0,23,1,0,1,0
302916,2019-02-04 18:45:00 UTC,fUiuB7SPD9QYApc5GYqFs2+IdzYPILeKDL8HEdGc1ek=,n2hbC2W/fEWt1TwlS/Wwq8yLpJAllQM79eSfMWQzi3Y=,lSL+59bxobPde32KtXMg6hks6qTKuN6ga0OJhu03VVQ=,3,1,0,49,1,0,1,0
303201,2019-02-07 00:15:00 UTC,fUiuB7SPD9QYApc5GYqFs2+IdzYPILeKDL8HEdGc1ek=,eWpRAHAhJCaRg5/Ef0tTx92nWIJcHJaMTwQqvukQeoI=,NQbx8XNKzI0c9e5A80jQM5QcsYu07Oy/Upa81D/Gqps=,9,1,0,209,1,0,1,1
306695,2019-03-21 15:00:00 UTC,egBmoioJTU2qgNm2Qn715iDOxSJzywPYbfBqbRxxkk8=,GhFxv7BoAI++BrgjSP6mVEhEsO33gLRvb66hG7WW6iA=,TZZLm3J9jX6/S1ZM4mBJ2sMbenVZeMJXMgRPRWduERE=,25,2,1,21,5,1,0,0
309374,2019-06-03 20:00:00 UTC,4qTG7XqzmOWUpeIhEJ/eN05YJf0C9lxbxGPa7bUeGBQ=,K4GS8qPmRPsosinHUMiie4K4rcAVcF05OI/bcQqHJdc=,0wCH2bwvJVDLx5FQFD7FeyhJ2l4JrM0/nGyrUSi/rjo=,17,2,0,47,1,0,1,0
311503,2019-06-14 15:00:00 UTC,bYw1ZErzz+UH7zsbDUhL20xDJUCNbGd34Do9LyAr5hM=,U0mwINNikgvZ0ftlUeNE7EDUElvPx/tTWfJtl20gC6g=,0slFb0z0JwTPqSprRap5NULUl3G6vhEPlBCXiyndN8U=,5,1,0,34,1,0,1,0
312650,2019-07-04 15:15:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,v0kd17IRi6S3Pb5Go3lcsG8G+brOsfhuCLG95fqRhY0=,bYRakx7gca32wUQDRArNgHFC65SxhdzTde8xqofrPn8=,17,1,0,35,1,0,1,1
312857,2019-07-29 09:15:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,KDmidXT8+B/WOtPvVSWF6TKTO7xeI+S5CqqmaRdkHcM=,Y4pdIW+FuD2Aw6bzfwQfZFRE4nzjg/2WwJda2DIpAgg=,7,1,1,18,3,0,1,0
313839,2019-07-24 23:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,0hKXPT2iK/182EPLj3c5qePYUT84KU4JI+P/t6nnmBk=,AZGLGfJhs7UJqp8A+/E9k+Yeaj17Gkanxk+HuxWsJzc=,40,1,1,28,2,0,1,0
315118,2019-07-24 23:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,0hKXPT2iK/182EPLj3c5qePYUT84KU4JI+P/t6nnmBk=,zbejKUKGNCvBct2nenxgtMzO0Lg0JE18aQdqLrafi2Y=,30,1,0,83,1,0,1,0
315972,2019-07-29 09:15:00 UTC,pRTY7OiXkQgj8/7ZJPx1LJDhVrgPIGK+79NqlRxu1R8=,OmUsbt7RaK3Gs9LwcpEYshJl6rIzzZF5DjRp230rTNI=,biHwcG+kI0c30eQ5QyCEROvko8MCbSGC8roAJd1RJEo=,25,1,0,8,1,0,1,3
316234,2019-07-22 22:15:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,qPHR8aBqOhKij9IS/Y8IR8prwWruoDBGU1tVUhXDJkE=,VtVIxJnk3rb76ctZnqvTsFwYopEhYFaq2P07KkkvC6E=,25,2,0,25,1,0,1,1
316582,2019-07-17 21:45:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,fwR0w0LLlf3OriHwW2vIK3RiKD8gRLRfHC1T6kQhG0g=,hMpodbxtZV5cfvQupBxnsYkLzEq3WE+aJ0vSPnlt0cA=,4,1,0,11,1,0,1,0
317398,2019-07-24 12:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,v0TbRc4ZlN2+X5KttQxhQOr4bWfGw70hWriCxujmRTM=,MtSyJjofbzCuHL55ggiBeunUY+DPyjUJzyzGX1ePnWM=,2,1,0,93,1,0,1,0
317884,2019-07-17 22:45:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,3sOEuxGBKh09ZpcaBhWXk4+LY+clD2Zpu/qTcPUVkVc=,GvfT7/q4DpU9p+tZa6HL2sgJW7h6anXxk7XkMVRk5Vs=,3,1,0,69,1,0,1,0
318553,2019-07-18 12:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,0hKXPT2iK/182EPLj3c5qePYUT84KU4JI+P/t6nnmBk=,APCsITwDW/l06x3JRJgBDpmj0hQXZtJBht0+XPFNX58=,2,1,0,38,1,0,1,0
318588,2019-07-17 13:30:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,l2/vcuhsUZHwmURWCt7xK+5y11xqlvCniAXvZvbs7sM=,9alK87NYzHilVW1PJ+TbGjtnWoj62qGDuN6JtXObRGE=,5,1,0,1800,1,0,1,1
318780,2019-07-24 23:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,0hKXPT2iK/182EPLj3c5qePYUT84KU4JI+P/t6nnmBk=,mpsKnXAWWXRDwUJNjehNkj+OLyhPZc8TDOgJfe1Cucg=,33,1,0,87,1,0,1,0
318821,2019-07-24 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,gSZ5U+vksIZG+pfqEZn3wjseV96vuSRacNjODO1cDzg=,R8TsR8D5OwgAU5KttAqFnk9657E4dWB9SKiqm0s7tkY=,10,1,0,35,1,0,1,1
318949,2019-07-17 13:45:00 UTC,SvusmYnf9tow5H+SosDDot10DuFHaoeZiK6bH1ZCRJA=,i63OzZpTkqfe5ND+D9DAeVXqzKrB/7OasjU2PnkdHfs=,qGJaXV6MGQP6bhb66YkOqNkw57kmhHFXPgUCZPXjXq4=,2,1,0,145,1,0,1,0
319958,2018-08-23 21:30:00 UTC,TBw5tcYN6AoEttAz8F0+PqAy0Xdmpi3/sT8lJ0LRLSk=,tOR47i7wGbuHkGxkhX9tHItMHHuJtAttsvHDOjDRVOw=,ItjtHpU2jwdverBtX26ppPH6nh85WPtfTBc3KMvy2tE=,1,1,0,16,1,0,1,0
320350,2018-08-18 10:45:00 UTC,ZUmDLuRVX635M8vp2bPmNKZFFXu0ZyEVDzomL5ll7Bo=,s50m57r2jUJxOLDuXF77hZ35UjzqvVkzPKEWj9xqzxI=,ibZBXkUYE6M/kKlMoGa3k5APrq/7wgb+bYX/uvkpVMU=,8,1,0,32,1,0,1,0
320565,2018-08-16 09:00:00 UTC,+LOEhC1Af8u5reucTjugcN+qEoCecDA+jvHBpUSFJMY=,YuGOmB+frbM8rfAa0RJE882R+IoMf9N89OiVqLbAHBw=,Slf4+i2j4/mT8F9QF0WObwPGAv9oJkZAJyN5CV34gV8=,2,1,0,22,1,0,1,0
323733,2018-09-22 12:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,zcH7Yl/gFwkU2Mej9UzQgaJL66wIdiMucPZwVyeqHxc=,8ZLFy9q/nSFm3PUolv9BQSlFcPRwZqnj7kBy6bMs4hU=,17,1,0,9,1,0,1,1
325206,2018-09-26 16:30:00 UTC,+LOEhC1Af8u5reucTjugcN+qEoCecDA+jvHBpUSFJMY=,TKDAjftSYyI2PNmAkXdInD39P5BcPNa6a+qx0fxm4RA=,szLub65k84avAN8PCghxiK7lvEzRL87hYXIFKozD904=,4,1,0,14,1,0,1,0
325452,2018-09-30 10:30:00 UTC,QCNXGnKbcSS9WfPo0QmpjND7JQWh9RPbBdqiuEiJ9Lk=,EH35TxVqqCRWfd7C+kBleb4yHsq1ycppE5AvnX+WQBE=,wwPydoW2IjkjqZ4a4Z5ZZC++r1BO7ymCYiH1bQ2hm/A=,5,1,0,12,1,0,1,1
327485,2019-06-03 20:15:00 UTC,4qTG7XqzmOWUpeIhEJ/eN05YJf0C9lxbxGPa7bUeGBQ=,mf5PUtZaZKgrMrWPXCK8shRWejWlf18QjoDp60P8GxA=,Wgs7Gme7lDjn5ZLywRkeblyV4JNsmTti+UnbYlxGeZE=,4,1,0,21,1,0,1,0
